"Country","year","sexRatio"
"Malawi","1990",96.647
"Malaysia","1990",102.985
"Maldives","1990",104.694
"Mali","1990",98.656
"Malta","1990",97.493
"Martinique","1990",93.422
"Mauritania","1990",101
"Mauritius","1990",99.51
"Mayotte","1990",104.374
"Melanesia","1990",106.714
"Mexico","1990",98.321
"Micronesia","1990",107.024
"Micronesia, Fed. Sts.","1990",104.699
"Middle Africa","1990",97.467
"Mongolia","1990",99.594
"Montenegro","1990",97.438
"More developed regions","1990",94.088
"Morocco","1990",99.476
"Mozambique","1990",91.555
"Myanmar","1990",97.533
"Namibia","1990",95.409
"Nepal","1990",103.45
"Netherlands","1990",97.736
"Netherlands Antilles","1990",91.98
"New Caledonia","1990",104.518
"New Zealand","1990",97.484
"Nicaragua","1990",99.546
"Niger","1990",97.326
"Nigeria","1990",98.855
"Northern Africa","1990",101.306
"NORTHERN AMERICA","1990",96.461
"Northern Europe","1990",94.785
"Norway","1990",97.799
"West Bank and Gaza","1990",105.141
"OCEANIA","1990",100.859
"Oman","1990",125.554
"Pakistan","1990",108.266
"Panama","1990",102.49
"Papua New Guinea","1990",107.39
"Paraguay","1990",102.163
"Peru","1990",100.784
"Philippines","1990",101.754
"Poland","1990",95.073
"Polynesia","1990",107.059
"Portugal","1990",93.075
"Puerto Rico","1990",93.902
"Qatar","1990",203.017
"Korea, Rep.","1990",100.347
"Moldova","1990",91.061
"Reunion","1990",96.154
"Romania","1990",97.377
"Russia","1990",87.99
"Rwanda","1990",93.709
"Saint Lucia","1990",96.44
"Saint Vincent and the Grenadines","1990",98.88
"Samoa","1990",110.647
"Sao Tome and Principe","1990",98.324
"Saudi Arabia","1990",124.871
"Senegal","1990",100.66
"Serbia","1990",98.76
"Sierra Leone","1990",94.545
"Singapore","1990",101.279
"Slovak Republic","1990",95.692
"Slovenia","1990",93.943
"Solomon Islands","1990",107.605
"Somalia","1990",97.87
"South Africa","1990",97.945
"South America","1990",98.839
"South-Central Asia","1990",107.036
"South-Eastern Asia","1990",99.056
"Southern Africa","1990",97.17
"Southern Europe","1990",95.487
"Spain","1990",96.025
"Sri Lanka","1990",101.877
"Sub- Saharan Africa","1990",98.472
"Sudan","1990",100.978
"Suriname","1990",103.218
"Swaziland","1990",89.103
"Sweden","1990",97.628
"Switzerland","1990",95.331
"Syria","1990",101.625
"Tajikistan","1990",98.692
"Macedonia, FYR","1990",100.784
"Thailand","1990",99.191
"Timor-Leste","1990",106.044
"Togo","1990",97.728
"Tonga","1990",101.532
"Trinidad and Tobago","1990",97.204
"Tunisia","1990",102.179
"Turkey","1990",101.972
"Turkmenistan","1990",97.268
"Uganda","1990",99.098
"Ukraine","1990",86.042
"United Arab Emirates","1990",189.276
"United Kingdom","1990",94.56
"Tanzania","1990",98.034
"United States","1990",96.257
"Virgin Islands (U.S.)","1990",93.891
"Uruguay","1990",94.19
"Uzbekistan","1990",97.747
"Vanuatu","1990",106.171
"Venezuela","1990",101.799
"Vietnam","1990",93.751
"Western Africa","1990",99.524
"Western Asia","1990",104.817
"Western Europe","1990",94.181
"Western Sahara","1990",111.144
"WORLD","1990",101.509
"Yemen, Rep.","1990",101.609
"Zambia","1990",98.926
"Zimbabwe","1990",98.871
"Afghanistan","1995",107.634
"AFRICA","1995",99.066
"Albania","1995",101.522
"Algeria","1995",101.781
"Angola","1995",97.149
"Argentina","1995",96.479
"Armenia","1995",90.221
"Aruba","1995",97.33
"ASIA","1995",105.023
"Australia","1995",98.965
"Australia/New Zealand","1995",98.711
"Austria","1995",93.179
"Azerbaijan","1995",95.58
"Bahamas","1995",97.619
"Bahrain","1995",139.541
"Bangladesh","1995",103.256
"Barbados","1995",93.187
"Belarus","1995",88.482
"Belgium","1995",95.689
"Belize","1995",102.04
"Benin","1995",98.883
"Bhutan","1995",103.523
"Bolivia","1995",98.678
"Bosnia and Herzegovina","1995",94.153
"Botswana","1995",97.47
"Brazil","1995",98.197
"Brunei","1995",110.153
"Bulgaria","1995",95.98
"Burkina Faso","1995",97.513
"Burundi","1995",94.909
"Cambodia","1995",92.719
"Cameroon","1995",98.982
"Canada","1995",98.003
"Cape Verde","1995",89.484
"Caribbean","1995",98.752
"Central African Rep.","1995",96.352
"Central America","1995",98.372
"Chad","1995",97.975
"Channel Islands","1995",93.955
"Chile","1995",97.801
"China","1995",106.993
"Hong Kong, China","1995",98.736
"Macao, China","1995",93.378
"Colombia","1995",97.781
"Comoros","1995",100.375
"Congo, Rep.","1995",99.167
"Costa Rica","1995",103.475
"Cote d'Ivoire","1995",107.434
"Croatia","1995",93.032
"Cuba","1995",100.86
"Cyprus","1995",99.595
"Czech Rep.","1995",94.559
"Korea, Dem. Rep.","1995",96.344
"Congo, Dem. Rep.","1995",97.482
"Denmark","1995",97.424
"Djibouti","1995",99.599
"Dominican Rep.","1995",101.712
"Eastern Africa","1995",97.765
"Eastern Asia","1995",105.544
"Eastern Europe","1995",89.977
"Ecuador","1995",100.978
"Egypt","1995",101.437
"El Salvador","1995",93.822
"Equatorial Guinea","1995",97.499
"Eritrea","1995",95.206
"Estonia","1995",86.366
"Ethiopia","1995",98.622
"EUROPE","1995",92.805
"Fiji","1995",103.307
"Finland","1995",94.871
"France","1995",94.391
"French Guiana","1995",107.517
"French Polynesia","1995",108.121
"Gabon","1995",98.424
"Gambia","1995",97.987
"Georgia","1995",90.451
"Germany","1995",94.731
"Ghana","1995",102.393
"Greece","1995",97.542
"Grenada","1995",97.802
"Guadeloupe","1995",94.149
"Guam","1995",108.817
"Guatemala","1995",98.876
"Guinea","1995",101.825
"Guinea-Bissau","1995",97.887
"Guyana","1995",94.595
"Haiti","1995",97.628
"Honduras","1995",100.256
"Hungary","1995",91.485
"Iceland","1995",100.55
"India","1995",107.958
"Indonesia","1995",100.332
"Iran","1995",103.471
"Iraq","1995",100.985
"Ireland","1995",98.658
"Israel","1995",97.334
"Italy","1995",93.642
"Jamaica","1995",97.092
"Japan","1995",96.168
"Jordan","1995",109.54
"Kazakhstan","1995",93.497
"Kenya","1995",99.215
"Kuwait","1995",150.861
"Kyrgyzstan","1995",96.875
"Laos","1995",99.847
"LATIN AMERICA AND THE CARIBBEAN","1995",98.478
"Latvia","1995",85.64
"Least developed countries","1995",99.471
"Lebanon","1995",97
"Lesotho","1995",87.474
"Less developed regions","1995",103.589
"Less developed regions, excluding China","1995",102.386
"Less developed regions, excluding least developed countries","1995",104.231
"Liberia","1995",97.693
"Libya","1995",110.162
"Lithuania","1995",89.042
"Luxembourg","1995",96.312
"Madagascar","1995",99.805
"Malawi","1995",97.606
"Malaysia","1995",103.256
"Maldives","1995",103.999
"Mali","1995",98.048
"Malta","1995",98.173
"Martinique","1995",91.659
"Mauritania","1995",101.277
"Mauritius","1995",99.424
"Mayotte","1995",102.615
"Melanesia","1995",105.313
"Mexico","1995",98.147
"Micronesia","1995",104.435
"Micronesia, Fed. Sts.","1995",104.548
"Middle Africa","1995",97.74
"Mongolia","1995",100.02
"Montenegro","1995",100.562
"More developed regions","1995",94.211
"Morocco","1995",98.847
"Mozambique","1995",91.251
"Myanmar","1995",97.423
"Namibia","1995",95.561
"Nepal","1995",100.372
"Netherlands","1995",97.839
"Netherlands Antilles","1995",91.213
"New Caledonia","1995",104.969
"New Zealand","1995",97.473
"Nicaragua","1995",99.239
"Niger","1995",98.38
"Nigeria","1995",99.26
"Northern Africa","1995",101.301
"NORTHERN AMERICA","1995",96.541
"Northern Europe","1995",94.762
"Norway","1995",97.814
"West Bank and Gaza","1995",103.102
"OCEANIA","1995",100.324
"Oman","1995",143.706
"Pakistan","1995",107.506
"Panama","1995",102.077
"Papua New Guinea","1995",105.488
"Paraguay","1995",102.255
"Peru","1995",100.769
"Philippines","1995",101.68
"Poland","1995",94.797
"Polynesia","1995",106.333
"Portugal","1995",92.974
"Puerto Rico","1995",93.258
"Qatar","1995",192.961
"Korea, Rep.","1995",100.349
"Moldova","1995",91.459
"Reunion","1995",95.878
"Romania","1995",96.253
"Russia","1995",88.214
"Rwanda","1995",92.06
"Saint Lucia","1995",96.09
"Saint Vincent and the Grenadines","1995",100.282
"Samoa","1995",108.64
"Sao Tome and Principe","1995",98.398
"Saudi Arabia","1995",126.358
"Senegal","1995",99.731
"Serbia","1995",98.459
"Sierra Leone","1995",94.031
"Singapore","1995",101.413
"Slovak Republic","1995",94.922
"Slovenia","1995",94.644
"Solomon Islands","1995",107.403
"Somalia","1995",97.897
"South Africa","1995",97.09
"South America","1995",98.488
"South-Central Asia","1995",106.598
"South-Eastern Asia","1995",99.063
"Southern Africa","1995",96.579
"Southern Europe","1995",95.163
"Spain","1995",95.967
"Sri Lanka","1995",100.875
"Sub- Saharan Africa","1995",98.564
"Sudan","1995",101.147
"Suriname","1995",102.66
"Swaziland","1995",92.192
"Sweden","1995",97.657
"Switzerland","1995",95.402
"Syria","1995",101.784
"Tajikistan","1995",100.036
"Macedonia, FYR","1995",100.215
"Thailand","1995",97.97
"Timor-Leste","1995",105.434
"Togo","1995",97.764
"Tonga","1995",102.449
"Trinidad and Tobago","1995",96.386
"Tunisia","1995",102.016
"Turkey","1995",101.704
"Turkmenistan","1995",97.518
"Uganda","1995",99.102
"Ukraine","1995",86.48
"United Arab Emirates","1995",194.888
"United Kingdom","1995",94.585
"Tanzania","1995",98.165
"United States","1995",96.381
"Virgin Islands (U.S.)","1995",92.164
"Uruguay","1995",93.954
"Uzbekistan","1995",98.442
"Vanuatu","1995",105.614
"Venezuela","1995",101.577
"Vietnam","1995",94.854
"Western Africa","1995",99.837
"Western Asia","1995",105.291
"Western Europe","1995",94.898
"Western Sahara","1995",109.415
"WORLD","1995",101.588
"Yemen, Rep.","1995",102.947
"Zambia","1995",98.918
"Zimbabwe","1995",97.551
"Afghanistan","2000",107.508
"AFRICA","2000",99.121
"Albania","2000",98.835
"Algeria","2000",101.839
"Angola","2000",97.176
"Argentina","2000",96.361
"Armenia","2000",88.753
"Aruba","2000",93.819
"ASIA","2000",104.991
"Australia","2000",98.422
"Australia/New Zealand","2000",98.144
"Austria","2000",93.666
"Azerbaijan","2000",94.986
"Bahamas","2000",96.823
"Bahrain","2000",135.575
"Bangladesh","2000",102.621
"Barbados","2000",93.375
"Belarus","2000",88.071
"Belgium","2000",95.791
"Belize","2000",101.802
"Benin","2000",99.522
"Bhutan","2000",102.871
"Bolivia","2000",99.031
"Bosnia and Herzegovina","2000",93.051
"Botswana","2000",98.114
"Brazil","2000",97.736
"Brunei","2000",108.678
"Bulgaria","2000",95.079
"Burkina Faso","2000",97.921
"Burundi","2000",94.235
"Cambodia","2000",93.95
"Cameroon","2000",99.223
"Canada","2000",98.091
"Cape Verde","2000",90.362
"Caribbean","2000",98.403
"Central African Rep.","2000",96.275
"Central America","2000",98.051
"Chad","2000",98.269
"Channel Islands","2000",95.244
"Chile","2000",97.858
"China","2000",107.38
"Hong Kong, China","2000",93.481
"Macao, China","2000",92.319
"Colombia","2000",97.411
"Comoros","2000",100.531
"Congo, Rep.","2000",99.21
"Costa Rica","2000",103.432
"Cote d'Ivoire","2000",106.129
"Croatia","2000",92.948
"Cuba","2000",100.249
"Cyprus","2000",97.004
"Czech Rep.","2000",94.78
"Korea, Dem. Rep.","2000",96.526
"Congo, Dem. Rep.","2000",97.743
"Denmark","2000",97.721
"Djibouti","2000",99.69
"Dominican Rep.","2000",101.411
"Eastern Africa","2000",97.857
"Eastern Asia","2000",105.798
"Eastern Europe","2000",89.528
"Ecuador","2000",100.816
"Egypt","2000",101.445
"El Salvador","2000",92.389
"Equatorial Guinea","2000",97.853
"Eritrea","2000",95.808
"Estonia","2000",85.681
"Ethiopia","2000",98.722
"EUROPE","2000",92.749
"Fiji","2000",103.154
"Finland","2000",95.368
"France","2000",94.318
"French Guiana","2000",106.613
"French Polynesia","2000",106.571
"Gabon","2000",98.565
"Gambia","2000",98.18
"Georgia","2000",89.91
"Germany","2000",95.375
"Ghana","2000",102.61
"Greece","2000",97.939
"Grenada","2000",98.288
"Guadeloupe","2000",92.729
"Guam","2000",104.528
"Guatemala","2000",96.517
"Guinea","2000",101.906
"Guinea-Bissau","2000",98.022
"Guyana","2000",94.249
"Haiti","2000",97.657
"Honduras","2000",99.775
"Hungary","2000",90.76
"Iceland","2000",100.283
"India","2000",107.644
"Indonesia","2000",100.069
"Iran","2000",103.634
"Iraq","2000",101.735
"Ireland","2000",98.833
"Israel","2000",97.521
"Italy","2000",93.613
"Jamaica","2000",97.191
"Japan","2000",95.747
"Jordan","2000",107.219
"Kazakhstan","2000",92.128
"Kenya","2000",99.282
"Kuwait","2000",155.105
"Kyrgyzstan","2000",97.254
"Laos","2000",100.015
"LATIN AMERICA AND THE CARIBBEAN","2000",98.174
"Latvia","2000",84.983
"Least developed countries","2000",99.429
"Lebanon","2000",96.043
"Lesotho","2000",87.887
"Less developed regions","2000",103.496
"Less developed regions, excluding China","2000",102.201
"Less developed regions, excluding least developed countries","2000",104.161
"Liberia","2000",98.033
"Libya","2000",108.899
"Lithuania","2000",87.962
"Luxembourg","2000",97.004
"Madagascar","2000",99.429
"Malawi","2000",98.108
"Malaysia","2000",103.491
"Maldives","2000",103.149
"Mali","2000",97.56
"Malta","2000",98.28
"Martinique","2000",89.864
"Mauritania","2000",101.923
"Mauritius","2000",98.993
"Mayotte","2000",101.593
"Melanesia","2000",104.116
"Mexico","2000",98.082
"Micronesia","2000",100.398
"Micronesia, Fed. Sts.","2000",102.502
"Middle Africa","2000",97.943
"Mongolia","2000",98.259
"Montenegro","2000",103.261
"More developed regions","2000",94.266
"Morocco","2000",97.855
"Mozambique","2000",92.471
"Myanmar","2000",97.416
"Namibia","2000",95.954
"Nepal","2000",99.628
"Netherlands","2000",97.899
"Netherlands Antilles","2000",89.422
"New Caledonia","2000",103.158
"New Zealand","2000",96.78
"Nicaragua","2000",99.132
"Niger","2000",99.809
"Nigeria","2000",99.697
"Northern Africa","2000",101.145
"NORTHERN AMERICA","2000",96.929
"Northern Europe","2000",95.033
"Norway","2000",98.04
"West Bank and Gaza","2000",103.269
"OCEANIA","2000",99.64
"Oman","2000",137.725
"Pakistan","2000",106.811
"Panama","2000",101.965
"Papua New Guinea","2000",104.023
"Paraguay","2000",102.423
"Peru","2000",100.696
"Philippines","2000",101.643
"Poland","2000",94.16
"Polynesia","2000",105.812
"Portugal","2000",93.258
"Puerto Rico","2000",92.855
"Qatar","2000",185.053
"Korea, Rep.","2000",99.197
"Moldova","2000",91.451
"Reunion","2000",95.654
"Romania","2000",95.509
"Russia","2000",87.728
"Rwanda","2000",92.49
"Saint Lucia","2000",95.975
"Saint Vincent and the Grenadines","2000",101.425
"Samoa","2000",108.463
"Sao Tome and Principe","2000",98.354
"Saudi Arabia","2000",124.033
"Senegal","2000",99.054
"Serbia","2000",98.185
"Sierra Leone","2000",93.906
"Singapore","2000",101.414
"Slovak Republic","2000",94.469
"Slovenia","2000",94.956
"Solomon Islands","2000",107.352
"Somalia","2000",98.008
"South Africa","2000",96.692
"South America","2000",98.196
"South-Central Asia","2000",106.256
"South-Eastern Asia","2000",99.039
"Southern Africa","2000",96.297
"Southern Europe","2000",95.118
"Spain","2000",95.969
"Sri Lanka","2000",99.361
"Sub- Saharan Africa","2000",98.699
"Sudan","2000",101.267
"Suriname","2000",102.208
"Swaziland","2000",93.023
"Sweden","2000",97.705
"Switzerland","2000",95.467
"Syria","2000",101.898
"Tajikistan","2000",100.452
"Macedonia, FYR","2000",100.234
"Thailand","2000",96.681
"Timor-Leste","2000",104.342
"Togo","2000",97.777
"Tonga","2000",103.017
"Trinidad and Tobago","2000",95.622
"Tunisia","2000",101.899
"Turkey","2000",101.453
"Turkmenistan","2000",97.495
"Uganda","2000",99.469
"Ukraine","2000",86.262
"United Arab Emirates","2000",207.702
"United Kingdom","2000",94.958
"Tanzania","2000",98.449
"United States","2000",96.803
"Virgin Islands (U.S.)","2000",91.528
"Uruguay","2000",93.786
"Uzbekistan","2000",98.851
"Vanuatu","2000",104.938
"Venezuela","2000",101.32
"Vietnam","2000",96.015
"Western Africa","2000",100.073
"Western Asia","2000",105.409
"Western Europe","2000",95.203
"Western Sahara","2000",110.917
"WORLD","2000",101.624
"Yemen, Rep.","2000",102.717
"Zambia","2000",98.868
"Zimbabwe","2000",95.821
"Afghanistan","2005",107.464
"AFRICA","2005",99.301
"Albania","2005",97.986
"Algeria","2005",101.917
"Angola","2005",97.225
"Argentina","2005",96.246
"Armenia","2005",87.628
"Aruba","2005",92.31
"ASIA","2005",104.956
"Australia","2005",98.709
"Australia/New Zealand","2005",98.463
"Austria","2005",94.553
"Azerbaijan","2005",94.968
"Bahamas","2005",96.185
"Bahrain","2005",135.251
"Bangladesh","2005",102.438
"Barbados","2005",93.814
"Belarus","2005",87.368
"Belgium","2005",95.832
"Belize","2005",101.691
"Benin","2005",101.123
"Bhutan","2005",110.94
"Bolivia","2005",99.295
"Bosnia and Herzegovina","2005",92.731
"Botswana","2005",99.007
"Brazil","2005",97.334
"Brunei","2005",107.503
"Bulgaria","2005",94.259
"Burkina Faso","2005",99.347
"Burundi","2005",95.386
"Cambodia","2005",94.969
"Cameroon","2005",99.631
"Canada","2005",98.119
"Cape Verde","2005",91.09
"Caribbean","2005",98.241
"Central African Rep.","2005",96.356
"Central America","2005",97.349
"Chad","2005",98.576
"Channel Islands","2005",95.745
"Chile","2005",97.881
"China","2005",107.731
"Hong Kong, China","2005",91.69
"Macao, China","2005",91.549
"Colombia","2005",97.144
"Comoros","2005",100.652
"Congo, Rep.","2005",99.442
"Costa Rica","2005",103.389
"Cote d'Ivoire","2005",104.691
"Croatia","2005",92.846
"Cuba","2005",100.622
"Cyprus","2005",94.803
"Czech Rep.","2005",95.167
"Korea, Dem. Rep.","2005",97.114
"Congo, Dem. Rep.","2005",98.06
"Denmark","2005",97.899
"Djibouti","2005",99.802
"Dominican Rep.","2005",101.183
"Eastern Africa","2005",98.188
"Eastern Asia","2005",106.048
"Eastern Europe","2005",88.71
"Ecuador","2005",100.576
"Egypt","2005",101.275
"El Salvador","2005",90.526
"Equatorial Guinea","2005",98.153
"Eritrea","2005",96.248
"Estonia","2005",85.487
"Ethiopia","2005",98.861
"EUROPE","2005",92.717
"Fiji","2005",103.027
"Finland","2005",95.881
"France","2005",94.507
"French Guiana","2005",99.852
"French Polynesia","2005",105.087
"Gabon","2005",99.322
"Gambia","2005",98.313
"Georgia","2005",89.459
"Germany","2005",95.71
"Ghana","2005",102.693
"Greece","2005",98.066
"Grenada","2005",99.316
"Guadeloupe","2005",92.984
"Guam","2005",103.958
"Guatemala","2005",95.291
"Guinea","2005",101.97
"Guinea-Bissau","2005",98.093
"Guyana","2005",103.122
"Haiti","2005",97.473
"Honduras","2005",99.478
"Hungary","2005",90.443
"Iceland","2005",100.796
"India","2005",107.246
"Indonesia","2005",99.833
"Iran","2005",103.891
"Iraq","2005",102.388
"Ireland","2005",99.945
"Israel","2005",97.989
"Italy","2005",94.28
"Jamaica","2005",95.977
"Japan","2005",95.308
"Jordan","2005",105.95
"Kazakhstan","2005",91.528
"Kenya","2005",99.715
"Kuwait","2005",151.993
"Kyrgyzstan","2005",97.299
"Laos","2005",99.185
"LATIN AMERICA AND THE CARIBBEAN","2005",97.81
"Latvia","2005",85.197
"Least developed countries","2005",99.495
"Lebanon","2005",96.072
"Lesotho","2005",88.548
"Less developed regions","2005",103.419
"Less developed regions, excluding China","2005",102.058
"Less developed regions, excluding least developed countries","2005",104.094
"Liberia","2005",98.44
"Libya","2005",107.791
"Lithuania","2005",87.39
"Luxembourg","2005",97.874
"Madagascar","2005",99.226
"Malawi","2005",98.368
"Malaysia","2005",103.323
"Maldives","2005",102.492
"Mali","2005",97.471
"Malta","2005",98.781
"Martinique","2005",88.119
"Mauritania","2005",102.562
"Mauritius","2005",98.611
"Mayotte","2005",100.83
"Melanesia","2005",103.66
"Mexico","2005",97.416
"Micronesia","2005",98.528
"Micronesia, Fed. Sts.","2005",103.207
"Middle Africa","2005",98.223
"Mongolia","2005",98.063
"Montenegro","2005",97.008
"More developed regions","2005",94.32
"Morocco","2005",96.909
"Mozambique","2005",93.665
"Myanmar","2005",96.057
"Namibia","2005",96.677
"Nepal","2005",98.891
"Netherlands","2005",97.871
"Netherlands Antilles","2005",87.179
"New Caledonia","2005",101.618
"New Zealand","2005",97.253
"Nicaragua","2005",98.66
"Niger","2005",100.085
"Nigeria","2005",100.166
"Northern Africa","2005",100.923
"NORTHERN AMERICA","2005",97.207
"Northern Europe","2005",95.717
"Norway","2005",98.384
"West Bank and Gaza","2005",103.475
"OCEANIA","2005",99.785
"Oman","2005",131.478
"Pakistan","2005",106.394
"Panama","2005",101.788
"Papua New Guinea","2005",103.52
"Paraguay","2005",102.282
"Peru","2005",100.579
"Philippines","2005",101.57
"Poland","2005",93.59
"Polynesia","2005",105.163
"Portugal","2005",93.737
"Puerto Rico","2005",92.394
"Qatar","2005",272.597
"Korea, Rep.","2005",98.145
"Moldova","2005",90.766
"Reunion","2005",95.392
"Romania","2005",94.988
"Russia","2005",86.492
"Rwanda","2005",93.354
"Saint Lucia","2005",95.986
"Saint Vincent and the Grenadines","2005",101.977
"Samoa","2005",108.57
"Sao Tome and Principe","2005",98.218
"Saudi Arabia","2005",123.461
"Senegal","2005",98.578
"Serbia","2005",97.841
"Sierra Leone","2005",94.444
"Singapore","2005",101.312
"Slovak Republic","2005",94.312
"Slovenia","2005",95.249
"Solomon Islands","2005",107.342
"Somalia","2005",98.18
"South Africa","2005",96.92
"South America","2005",97.942
"South-Central Asia","2005",105.912
"South-Eastern Asia","2005",98.997
"Southern Africa","2005",96.615
"Southern Europe","2005",95.6
"Spain","2005",96.857
"Sri Lanka","2005",97.761
"Sub- Saharan Africa","2005",98.993
"Sudan","2005",101.35
"Suriname","2005",100.814
"Swaziland","2005",94.538
"Sweden","2005",98.179
"Switzerland","2005",95.804
"Syria","2005",101.971
"Tajikistan","2005",98.153
"Macedonia, FYR","2005",99.923
"Thailand","2005",96.944
"Timor-Leste","2005",103.738
"Togo","2005",97.883
"Tonga","2005",102.825
"Trinidad and Tobago","2005",94.951
"Tunisia","2005",101.384
"Turkey","2005",101.149
"Turkmenistan","2005",97.387
"Uganda","2005",100.017
"Ukraine","2005",85.815
"United Arab Emirates","2005",212.878
"United Kingdom","2005",95.774
"Tanzania","2005",99.005
"United States","2005",97.108
"Virgin Islands (U.S.)","2005",90.505
"Uruguay","2005",93.289
"Uzbekistan","2005",98.89
"Vanuatu","2005",104.399
"Venezuela","2005",101.042
"Vietnam","2005",96.776
"Western Africa","2005",100.344
"Western Asia","2005",105.804
"Western Europe","2005",95.466
"Western Sahara","2005",112.855
"WORLD","2005",101.655
"Yemen, Rep.","2005",102.466
"Zambia","2005",99.192
"Zimbabwe","2005",94.145
"Afghanistan","2010",107.412
"AFRICA","2010",99.515
"Albania","2010",97.338
"Algeria","2010",101.948
"Angola","2010",97.211
"Argentina","2010",96.271
"Armenia","2010",87.298
"Aruba","2010",92.093
"ASIA","2010",104.843
"Australia","2010",98.873
"Australia/New Zealand","2010",98.673
"Austria","2010",95.314
"Azerbaijan","2010",95.777
"Bahamas","2010",95.683
"Bahrain","2010",134.363
"Bangladesh","2010",102.266
"Barbados","2010",94.372
"Belarus","2010",86.819
"Belgium","2010",96.005
"Belize","2010",101.599
"Benin","2010",101.994
"Bhutan","2010",111.423
"Bolivia","2010",99.496
"Bosnia and Herzegovina","2010",92.744
"Botswana","2010",100.083
"Brazil","2010",96.951
"Brunei","2010",106.485
"Bulgaria","2010",93.473
"Burkina Faso","2010",99.863
"Burundi","2010",96.277
"Cambodia","2010",96.028
"Cameroon","2010",100.029
"Canada","2010",98.151
"Cape Verde","2010",91.73
"Caribbean","2010",98.113
"Central African Rep.","2010",96.636
"Central America","2010",96.921
"Chad","2010",98.863
"Channel Islands","2010",95.904
"Chile","2010",97.841
"China","2010",107.913
"Hong Kong, China","2010",89.98
"Macao, China","2010",91.102
"Colombia","2010",96.896
"Comoros","2010",100.733
"Congo, Rep.","2010",99.713
"Costa Rica","2010",103.141
"Cote d'Ivoire","2010",103.591
"Croatia","2010",93.014
"Cuba","2010",100.496
"Cyprus","2010",95.009
"Czech Rep.","2010",96.591
"Korea, Dem. Rep.","2010",97.637
"Congo, Dem. Rep.","2010",98.28
"Denmark","2010",98.381
"Djibouti","2010",99.926
"Dominican Rep.","2010",100.88
"Eastern Africa","2010",98.584
"Eastern Asia","2010",106.2
"Eastern Europe","2010",88.255
"Ecuador","2010",100.307
"Egypt","2010",101.14
"El Salvador","2010",89.087
"Equatorial Guinea","2010",98.449
"Eritrea","2010",96.919
"Estonia","2010",85.617
"Ethiopia","2010",99.032
"EUROPE","2010",92.857
"Fiji","2010",103.011
"Finland","2010",96.181
"France","2010",94.673
"French Guiana","2010",99.59
"French Polynesia","2010",104.39
"Gabon","2010",99.896
"Gambia","2010",98.406
"Georgia","2010",88.687
"Germany","2010",96.301
"Ghana","2010",102.771
"Greece","2010",98.35
"Grenada","2010",100.223
"Guadeloupe","2010",91.886
"Guam","2010",103.469
"Guatemala","2010",95.064
"Guinea","2010",102.042
"Guinea-Bissau","2010",98.185
"Guyana","2010",105.565
"Haiti","2010",97.648
"Honduras","2010",99.917
"Hungary","2010",90.368
"Iceland","2010",105.86
"India","2010",106.8
"Indonesia","2010",99.663
"Iran","2010",103.331
"Iraq","2010",102.264
"Ireland","2010",100.355
"Israel","2010",98.479
"Italy","2010",94.831
"Jamaica","2010",95.864
"Japan","2010",94.894
"Jordan","2010",105.154
"Kazakhstan","2010",90.795
"Kenya","2010",99.997
"Kuwait","2010",146.129
"Kyrgyzstan","2010",97.427
"Laos","2010",99.702
"LATIN AMERICA AND THE CARIBBEAN","2010",97.524
"Latvia","2010",85.586
"Least developed countries","2010",99.635
"Lebanon","2010",95.893
"Lesotho","2010",89.646
"Less developed regions","2010",103.302
"Less developed regions, excluding China","2010",101.919
"Less developed regions, excluding least developed countries","2010",103.966
"Liberia","2010",98.836
"Libya","2010",106.841
"Lithuania","2010",88.109
"Luxembourg","2010",98.553
"Madagascar","2010",99.158
"Malawi","2010",98.89
"Malaysia","2010",103.094
"Maldives","2010",101.908
"Mali","2010",97.589
"Malta","2010",99.327
"Martinique","2010",88.381
"Mauritania","2010",102.905
"Mauritius","2010",98.101
"Mayotte","2010",100.206
"Melanesia","2010",103.454
"Mexico","2010",96.952
"Micronesia","2010",98.117
"Micronesia, Fed. Sts.","2010",104.031
"Middle Africa","2010",98.445
"Mongolia","2010",97.802
"Montenegro","2010",96.8
"More developed regions","2010",94.497
"Morocco","2010",96.44
"Mozambique","2010",94.943
"Myanmar","2010",95.427
"Namibia","2010",97.38
"Nepal","2010",98.642
"Netherlands","2010",98.385
"Netherlands Antilles","2010",86.431
"New Caledonia","2010",100.481
"New Zealand","2010",97.676
"Nicaragua","2010",97.961
"Niger","2010",100.375
"Nigeria","2010",100.542
"Northern Africa","2010",100.798
"NORTHERN AMERICA","2010",97.547
"Northern Europe","2010",96.363
"Norway","2010",98.97
"West Bank and Gaza","2010",103.64
"OCEANIA","2010",99.926
"Oman","2010",128.97
"Pakistan","2010",106.11
"Panama","2010",101.638
"Papua New Guinea","2010",103.306
"Paraguay","2010",101.874
"Peru","2010",100.455
"Philippines","2010",101.468
"Poland","2010",93.085
"Polynesia","2010",104.749
"Portugal","2010",93.902
"Puerto Rico","2010",92.079
"Qatar","2010",306.88
"Korea, Rep.","2010",98.086
"Moldova","2010",90.432
"Reunion","2010",95.099
"Romania","2010",94.522
"Russia","2010",85.801
"Rwanda","2010",94.043
"Saint Lucia","2010",95.876
"Saint Vincent and the Grenadines","2010",101.955
"Samoa","2010",108.797
"Sao Tome and Principe","2010",98.118
"Saudi Arabia","2010",120.722
"Senegal","2010",98.278
